Fault No.,Fault Name,Level,Car Type,D1,D2,D3,D4,D5,D6,D7,D8,D9,TD,C1
COM 471,EID41(EID-4-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 472,EID42(EID-4-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 473,EID43(EID-4-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 474,EID44(EID-4-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 475,EID45(EID-4-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 476,EID46(EID-4-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 477,EID51(EID-5-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 478,EID52(EID-5-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 479,EID53(EID-5-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 480,EID54(EID-5-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 481,EID55(EID-5-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 482,EID56(EID-5-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 483,EID61(EID-6-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 484,EID62(EID-6-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 485,EID63(EID-6-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 486,EID64(EID-6-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 487,EID65(EID-6-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 488,EID66(EID-6-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 489,EID71(EID-7-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 490,EID72(EID-7-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 491,EID73(EID-7-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 492,EID74(EID-7-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 493,EID75(EID-7-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 494,EID76(EID-7-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 495,EID81(EID-8-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 496,EID82(EID-8-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 497,EID83(EID-8-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 498,EID84(EID-8-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 499,EID85(EID-8-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 500,EID86(EID-8-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 501,GED11(GED-1-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 502,GED21(GED-2-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 503,GED31(GED-3-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 504,GED41(GED-4-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 505,GED51(GED-5-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 506,GED61(GED-6-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 507,GED71(GED-7-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 508,GED81(GED-8-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 509,GED12(GED-1-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 510,GED22(GED-2-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 511,GED32(GED-3-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 512,GED42(GED-4-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 513,GED52(GED-5-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 514,GED62(GED-6-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 515,GED72(GED-7-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 516,GED82(GED-8-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 517,GED23(GED-2-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 518,GED33(GED-3-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 519,GED43(GED-4-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 520,GED53(GED-5-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 521,GED63(GED-6-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 522,GED73(GED-7-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 523,GED24(GED-2-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 524,GED34(GED-3-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 525,GED44(GED-4-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 526,GED54(GED-5-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 527,GED64(GED-6-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 528,GED74(GED-7-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 529,DRM11(DRM-1-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 530,DRM12(DRM-1-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 531,DRM13(DRM-1-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 532,DRM14(DRM-1-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 533,DRM15(DRM-1-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 534,DRM16(DRM-1-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 535,DRM17(DRM-1-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 536,DRM18(DRM-1-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 537,DRM19(DRM-1-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 538,DRM110(DRM-1-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 539,DRM21(DRM-2-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 540,DRM22(DRM-2-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 541,DRM23(DRM-2-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 542,DRM24(DRM-2-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 543,DRM25(DRM-2-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 544,DRM26(DRM-2-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 545,DRM27(DRM-2-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 546,DRM28(DRM-2-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 547,DRM29(DRM-2-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 548,DRM210(DRM-2-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 549,DRM31(DRM-3-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 550,DRM32(DRM-3-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 551,DRM33(DRM-3-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 552,DRM34(DRM-3-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 553,DRM35(DRM-3-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 554,DRM36(DRM-3-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 555,DRM37(DRM-3-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 556,DRM38(DRM-3-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 557,DRM39(DRM-3-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 558,DRM310(DRM-3-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 559,DRM41(DRM-4-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 560,DRM42(DRM-4-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 561,DRM43(DRM-4-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 562,DRM44(DRM-4-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 563,DRM45(DRM-4-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 564,DRM46(DRM-4-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 565,DRM47(DRM-4-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 566,DRM48(DRM-4-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 567,DRM49(DRM-4-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 568,DRM410(DRM-4-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 569,DRM51(DRM-5-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 570,DRM52(DRM-5-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 571,DRM53(DRM-5-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 572,DRM54(DRM-5-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 573,DRM55(DRM-5-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 574,DRM56(DRM-5-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 575,DRM57(DRM-5-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 576,DRM58(DRM-5-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 577,DRM59(DRM-5-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 578,DRM510(DRM-5-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 579,DRM61(DRM-6-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 580,DRM62(DRM-6-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 581,DRM63(DRM-6-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 582,DRM64(DRM-6-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 583,DRM65(DRM-6-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 584,DRM66(DRM-6-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 585,DRM67(DRM-6-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 586,DRM68(DRM-6-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 587,DRM69(DRM-6-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 588,DRM610(DRM-6-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 589,DRM71(DRM-7-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 590,DRM72(DRM-7-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 591,DRM73(DRM-7-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 592,DRM74(DRM-7-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 593,DRM75(DRM-7-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 594,DRM76(DRM-7-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 595,DRM77(DRM-7-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 596,DRM78(DRM-7-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 597,DRM79(DRM-7-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 598,DRM710(DRM-7-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 599,DRM81(DRM-8-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 600,DRM82(DRM-8-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 601,DRM83(DRM-8-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 602,DRM84(DRM-8-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 603,DRM85(DRM-8-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 604,DRM86(DRM-8-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 605,DRM87(DRM-8-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 606,DRM88(DRM-8-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 607,DRM89(DRM-8-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 608,DRM810(DRM-8-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 609,DVR-1,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 610,DVR-2,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 611,DVR-3,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 612,DVR-4,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 613,DVR-5,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 614,DVR-6,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 615,DVR-7,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 616,DVR-8,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 617,CAM11(CAM-1-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 618,CAM12(CAM-1-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 619,CAM13(CAM-1-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 620,CAM14(CAM-1-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 621,CAM21(CAM-2-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 622,CAM22(CAM-2-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 623,CAM23(CAM-2-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 624,CAM24(CAM-2-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 625,CAM31(CAM-3-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 626,CAM32(CAM-3-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 627,CAM33(CAM-3-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 628,CAM34(CAM-3-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 629,CAM41(CAM-4-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 630,CAM42(CAM-4-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 631,CAM43(CAM-4-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 632,CAM44(CAM-4-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 633,CAM51(CAM-5-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 634,CAM52(CAM-5-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 635,CAM53(CAM-5-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 636,CAM54(CAM-5-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 637,CAM61(CAM-6-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 638,CAM62(CAM-6-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 639,CAM63(CAM-5-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 640,CAM64(CAM-5-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 641,SWITCH1-1,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 642,SWITCH1-2,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 643,SWITCH1-3,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 644,SWITCH1-4,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 645,SWITCH1-5,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 646,SWITCH1-6,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 647,SWITCH1-7,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 648,SWITCH1-8,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 649,TVDU-11(TVDU-1-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 650,TVDU-12(TVDU-1-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 651,TVDU-81(TVDU-8-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 652,TVDU-82(TVDU-8-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 653,SWITCH2-1,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 654,SWITCH2-2,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 655,SWITCH2-3,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 656,SWITCH2-4,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 657,SWITCH2-5,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 658,SWITCH2-6,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 659,SWITCH2-7,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 660,SWITCH2-8,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 661,CAM71(CAM-7-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 662,CAM72(CAM-7-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 663,CAM73(CAM-7-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 664,CAM74(CAM-7-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 665,CAM81(CAM-8-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 666,CAM82(CAM-8-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 667,CAM83(CAM-8-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 668,CAM84(CAM-8-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 669,HDD11(DVR1-HDD-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 670,HDD12(DVR1-HDD-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 671,HDD21(DVR2-HDD-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 672,HDD22(DVR2-HDD-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 673,HDD31(DVR3-HDD-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 674,HDD32(DVR3-HDD-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 675,HDD41(DVR4-HDD-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 676,HDD42(DVR4-HDD-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 677,HDD51(DVR5-HDD-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 678,HDD52(DVR5-HDD-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 679,HDD61(DVR6-HDD-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 680,HDD62(DVR6-HDD-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 681,HDD71(DVR7-HDD-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 682,HDD72(DVR7-HDD-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 683,HDD81(DVR8-HDD-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 684,HDD82(DVR8-HDD-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 685,Display control (Actual condition),1:The trainborne video display power-on,0:The trainborne video display power-off,,Status Data,,,,,,,,,
COM 686,TVDU Display Mode,1:channel 2,0: channel 1,,Status Data,,,,,,,,,
COM 687,In-Saloon CCTV power,1: in-saloon CCTV power on,0: in-saloon CCTV power off,,Status Data,,,,,,,,,
COM 688,Trainborne Video Display Automatic light contro(Actual condition),1:Manual,0:Automatic,,Status Data,,,,,,,,,
COM 689,TVDU1 Contrast,Binary,,,Status Data,,,,,,,,,
COM 690,TVDU1 Brightness,Binary,,,Status Data,,,,,,,,,
COM 691,TVDU1 Saturation,Binary,,,Status Data,,,,,,,,,
COM 692,TVDU1 In-Cab CCTV mode control (Actual condition),1:Manual mode,0:Automatic mode,,Status Data,,,,,,,,,
COM 693,TVDU1 In-Cab CCTV channel control (Actual condition),1:channel 2,0:channel 1,,Status Data,,,,,,,,,
COM 694,TVDU1 Mode,Binary,,,Status Data,,,,,,,,,
COM 695,TVDU1 Car (Area 1),Binary,,,Status Data,,,,,,,,,
COM 696,TVDU1 Cam(Area1),Binary,,,Status Data,,,,,,,,,
COM 697,TVDU1 Car(Area2),Binary,,,Status Data,,,,,,,,,
COM 698,TVDU1 Cam(Area2),Binary,,,Status Data,,,,,,,,,
COM 699,TVDU1 Car(Area3),Binary,,,Status Data,,,,,,,,,
COM 700,TVDU1 Cam(Area3),Binary,,,Status Data,,,,,,,,,
COM 701,TVDU1 Car(Area4),Binary,,,Status Data,,,,,,,,,
COM 702,TVDU1 Cam(Area4),Binary,,,Status Data,,,,,,,,,
COM 706,TVDU1 Message Index,BCD,,,Status Data,,,,,,,,,
COM 707,TVDU1 Interrupt condition bit,1:Interruption condition,0:Not interrupt condition,,Status Data,,,,,,,,,
COM 708,TVDU1 Master flag,1:Master,0:Slave,,Status Data,,,,,,,,,
COM 709,TVDU2 Contrast,Binary,,,Status Data,,,,,,,,,
COM 710,TVDU2 Brightness,Binary,,,Status Data,,,,,,,,,
COM 711,TVDU2 Saturation,Binary,,,Status Data,,,,,,,,,
COM 712,TVDU2 In-Cab CCTV mode control (Actual condition),1:Manual mode,0:Automatic mode,,Status Data,,,,,,,,,
COM 713,TVDU2 In-Cab CCTV channel control (Actual condition),1:channel 2,0:channel 1,,Status Data,,,,,,,,,
COM 714,TVDU2 Mode,Binary,,,Status Data,,,,,,,,,
COM 715,TVDU2 Car (Area 1),Binary,,,Status Data,,,,,,,,,
COM 716,TVDU2 Cam(Area1),Binary,,,Status Data,,,,,,,,,
COM 717,TVDU2 Car (Area 2),Binary,,,Status Data,,,,,,,,,
COM 718,TVDU2 Cam(Area2),Binary,,,Status Data,,,,,,,,,
COM 719,TVDU2 Car (Area 3),Binary,,,Status Data,,,,,,,,,
COM 720,TVDU2 Cam(Area3),Binary,,,Status Data,,,,,,,,,
COM 721,TVDU2 Car (Area 4),Binary,,,Status Data,,,,,,,,,
COM 722,TVDU2 Cam(Area4),Binary,,,Status Data,,,,,,,,,
COM 726,TVDU2 Message Index,BCD,,,Status Data,,,,,,,,,
COM 727,TVDU2 Interrupt condition bit,1:Interruption condition,0:Not interrupt condition,,Status Data,,,,,,,,,
COM 728,TVDU2 Master flag,1:Master,0:Slave,,Status Data,,,,,,,,,
COM 729,VBC-1 encorder,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 730,VBC-8 encorder,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 900,Both DVAU not active,1:Both DVAU not active,,,Internal Software Data,,,,,,,,,
COM 901,Both DVAU active,1:Both DVAU active,,,Internal Software Data,,,,,,,,,
COM 902,Both VBC not active,1:Both VBC not active,,,Internal Software Data,,,,,,,,,
COM 903,Both VBC active,1:Both VBC active,,,Internal Software Data,,,,,,,,,
DI 100,DI transmission fault,Other: Fault,0: Normal,,Internal Software Data,,,,,,,,,
DI 101,Idle mode after system initialization,1:Idle mode,0:Not idle mode,,Status Data,,,,,,,,,
DI 102,Operation Mode,1:Manual,0:Auto,,Status Data,,,,,,,,,
DI 103,LED Off,1:All LED off,0:Any LED on,,Status Data,,,,,,,,,
DI 104,ROM Error,1:ROM check sum error,0:ROM no check sum error,,Status Data,,,,,,,,,
DI 105,Unknown Destination Code,1: Unkown destination code,0:normal,,Status Data,,,,,,,,,
DI 106,DI detected Watch-dog reset,1: Unkown destination code,0: Normal,,Status Data,,,,,,,,,
TNI 100,TNI transmission fault,Other: Fault,0: Normal,,Internal Software Data,,,,,,,,,
TNI 101,Idle mode after system initialization,1:Idle mode,0:Not idle mode,,Status Data,,,,,,,,,
TNI 102,Operation Mode,1:Manual,0:Auto,,Status Data,,,,,,,,,
TNI 103,LED Off,1:All LED off,0:Any LED on,,Status Data,,,,,,,,,
TNI 104,ROM Error,1:ROM check sum error,0:ROM no check sum error,,Status Data,,,,,,,,,
TNI 105,TNI detected Watch-dog reset,1:Watch-dog reset,0:Not Watch-dog reset,,Status Data,,,,,,,,,
ETC 000,Head light on,1: on,0: off,,Digital Output 42J06,,,,,,,,,
ETC 003,APC back-up control,1: active,0: not active,,Digital Output 42S16,,,,,,,,,
ETC 004,APC back-up control,1: active,0: not active,,Digital Output 42S17,,,,,,,,,
ETC 006,APC control status,1: Active,0: Not active,,Digital Input 42M08,,,,,,,,,
ETC 007,APTF0 failure,1: fault,0:not fault,,Digital Input 42M03,,,,,,,,,
ETC 008,APTF1 failure,1: fault,0:not fault,,Digital Input 42M06,,,,,,,,,
ETC 009,APTF2 failure,1: fault,0:not fault,,Digital Input 42M09,,,,,,,,,
ETC 012,Saloon light off,1: off,0: on,,Digital Output 42J16 42S03,,,,,,,,,
ETC 020,Train Divide 1 (HMp),1: Train Divide,0: not divide,,Digital Input 42N25,,,,,,,,,
ETC 021,Train Divide 2 (HMp),1: Train Divide,0: not divide,,Digital Input 42N26,,,,,,,,,
ETC 022,Power supply 1-1 fault,0: normal,,,Digital Input 42C02,,,,,,,,,
ETC 023,Power supply 1-2 fault,0: normal,,,Digital Input 42C07,,,,,,,,,
ETC 024,Power supply 2-1 fault,0: normal,,,Digital Input 42C18,,,,,,,,,
ETC 025,Power supply 2-2 fault,0: normal,,,Digital Input 42C19,,,,,,,,,
ETC 026,Lighting Emergency Mode,1: active,0: not active,,Digital Output 42J03,,,,,,,,,
ETC 027,Auxiliary Compressor Status,1: On,0: Off,,Digital Input 23202,,,,,,,,,
ETC 028,Train Divide 1 (HT),1: Train Divide,0: not divide,,Digital Input 42N25,,,,,,,,,
ETC 029,Train Divide 2 (HT),1: Train Divide,0: not divide,,Digital Input 42N26,,,,,,,,,
ETC 500,Manual DO,1:DO is outputted manually by PC,,,,,,,,,,,,
ETC 501,Door isolation Cancel,1:One of the TMS or Door is offline,0:All TMS and Door is online,,,,,,,,,,,
ETC 502,Neutral Section,1:Neutral Section,0:Not Neutral Section,,,,,,,,,,,
ETC 503,Emergency Mode,1:Emergency Mode,0:Not Emergency Mode,,,,,,,,,,,
ETC 504,Service ON,1:Service ON,0:Service OFF,,,,,,,,,,,
ETC 505,HMp train divided abnormal,1:Abnormal,0:Normal,ETC 020 or ETC 021,,,,,,,,,,
ETC 506,HT train divided abnormal,1:Abnormal,0:Normal,ETC 028 or ETC 029,,,,,,,,,,
ETC 507,Composition train divided abnormal,1:Abnormal,0:Normal,ETC 020 or ETC 028,,,,,,,,,,
ETC 508,HMp train divided both abnormal,1: Both abnormal,0: Not both abnormal,ETC020 and ETC021,,,,,,,,,,
ETC 509,HT train divided both abnormal,1: Both abnormal,0: Not both abnormal,ETC028 and ETC029,,,,,,,,,,
CEN 033,SPEED,,,,Internal Software Data,,,,,,,,,
CEN 038,Up side Door Close,1: Door close,0: Door open,,Internal Software Data,,,,,,,,,
CEN 039,Down side Door Close,1: Door close,0: Door open,,Internal Software Data,,,,,,,,,
CEN 040,HADS master,1: Master,0: Slave,,Internal Software Data,,,,,,,,,
CEN 041,SMD master,1: Master,0: Slave,,Internal Software Data,,,,,,,,,
CEN 042,DVAU master,1: Master,0: Slave,,Internal Software Data,,,,,,,,,
CEN 043,VBC master,1: Master,0: Slave,,Internal Software Data,,,,,,,,,
CEN 765,In Service,1: In service,0: Not in service,,Internal Software Data,,,,,,,,,
CEN 905,MCR ON in Train,1: ON,0: OFF,,Internal Software Data,,,,,,,,,
HA 100,HADS Transmisstion Error,0: Normal,other Fault,,,,,,,,,,,
HA 101,Car1 Converter Fault 1-1,0: Normal,1: Fault,,Status Data,,,,,,,,,
